SSC_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SSC40497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,4,16,0,0,0,6,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,12,9,0,0,9,6,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,22,0,0,4,10,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,13,30,3,4,4,11,10,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,17,21,29,0,3,0,0,0,0,0,58,0,0,0,0,3,0,0,0,0,3,8,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,31,83,11,8,14,3,0,3,0,154,0,0,0,0,0,0,0,0,0,0,11,12,3,7,0,0,0,0,0,33,12,8,13,4,6,0,0,0,0,50,17,13,56,13,7,13,6,17,3,147,0,3,0,0,0,0,0,0,0,3,4,3,0,0,3,3,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,116,176,81,31,37,19,14,24,9,509,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,20,14,39,0,0,6,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0
SSC40501,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,10,7,22,0,10,5,5,0,3,0,50,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,15,0,3,0,0,0,0,0,0,0,6,45,112,18,22,16,7,6,6,0,230,0,0,0,0,0,0,0,0,0,0,8,3,8,6,6,3,3,0,0,38,22,18,12,12,6,3,3,6,0,76,37,12,107,24,9,6,3,20,0,228,0,0,0,3,3,0,0,5,0,12,3,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,3,16,133,205,142,75,54,31,18,45,5,709,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,3,30,0,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
SSC40502,0,3,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,22,14,44,0,3,8,3,0,3,3,83,0,3,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,11,64,165,17,29,12,22,4,9,3,328,0,0,3,0,0,0,0,0,0,3,22,17,18,5,9,6,0,3,0,84,31,27,26,13,10,7,5,9,3,126,62,20,208,38,12,20,24,21,7,407,0,3,4,0,0,0,0,3,0,14,3,3,7,5,3,6,0,3,0,33,0,3,0,0,3,0,0,3,0,14,4,0,7,0,0,0,0,0,0,17,223,333,290,97,65,64,38,45,17,1164,0,3,0,3,0,0,0,0,0,3,0,25,0,0,4,0,0,0,0,29,16,44,3,3,8,0,0,0,0,76,0,3,0,0,0,0,0,0,0,5
SSC40503,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,8,18,0,3,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,23,73,7,7,11,0,0,0,3,128,0,0,0,0,0,0,0,0,0,0,5,11,3,3,7,7,0,0,0,31,9,3,3,5,6,3,0,0,0,37,12,9,41,7,7,5,3,9,0,94,4,0,0,0,0,0,0,0,0,9,0,0,3,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,7,74,146,59,29,35,22,3,16,5,392,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,5,16,0,3,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
SSC40504,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,16,21,3,3,0,3,0,0,0,50,5,3,0,0,0,0,0,0,0,6,4,17,0,0,3,0,0,0,0,23,4,3,0,0,0,0,0,0,0,10,48,125,18,19,20,18,3,4,0,257,0,0,0,0,0,0,0,0,0,0,11,18,3,7,9,6,3,0,3,61,18,17,15,16,4,4,0,4,0,76,52,13,172,22,16,24,19,18,5,347,0,0,3,0,3,3,0,3,0,15,4,0,3,5,3,5,3,3,0,21,3,3,3,0,0,0,0,0,0,11,0,0,3,3,0,4,0,3,3,17,164,237,216,70,65,61,28,38,12,902,0,4,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,13,10,39,0,0,3,0,0,0,0,57,0,4,0,0,0,0,0,0,0,3
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40506,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,13,27,6,0,0,4,3,0,0,53,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,23,80,6,10,8,11,0,4,4,147,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,15,6,8,3,3,6,0,3,3,0,26,4,0,23,4,4,3,8,4,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,138,40,20,29,20,11,18,4,326,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,4,23,3,4,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3
SSC40507,0,0,0,0,0,0,0,0,0,3,4,19,0,0,0,0,0,0,0,26,13,28,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,13,0,7,0,0,0,0,0,0,0,7,43,81,3,5,11,6,3,11,0,162,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,5,0,0,0,24,4,10,4,0,0,0,0,0,0,23,6,0,14,6,3,5,0,3,0,39,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,161,29,16,14,22,7,14,0,344,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,12,24,0,7,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
SSC40508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,4,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,17,0,0,4,8,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,8,13,0,42,0,3,0,9,10,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,21,12,40,6,11,0,15,17,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,5,3,10,0,0,3,3,76,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,16,5,3,0,0,3,0,0,3,0,20,12,0,35,4,3,0,9,3,0,65,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,40,68,48,17,22,10,12,17,4,235,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,4
SSC40511,0,3,0,0,0,0,0,0,0,3,3,24,0,0,0,0,0,0,0,25,22,35,3,3,6,3,0,0,0,78,0,3,0,0,0,0,0,0,0,4,14,16,3,0,3,0,0,3,0,43,10,3,0,0,0,0,0,0,0,12,74,181,21,14,27,14,10,11,3,351,0,0,0,0,0,3,0,0,0,3,32,21,18,29,14,4,0,5,0,129,55,46,29,19,13,17,3,6,3,198,94,31,325,46,54,41,46,53,12,702,3,3,0,3,0,4,3,7,0,31,5,3,5,6,3,8,0,4,0,37,0,5,3,0,0,4,3,3,0,13,0,8,3,3,4,3,0,4,0,25,316,385,417,120,129,96,72,92,27,1653,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,13,52,3,0,8,3,0,0,0,74,0,4,0,0,0,0,0,0,0,7
SSC40512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,3,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40515,0,3,0,0,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,31,23,42,5,3,3,0,0,4,0,82,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,9,34,148,19,13,25,9,7,13,3,270,0,0,0,0,0,0,0,0,0,0,5,12,0,0,3,6,0,4,0,31,6,11,7,3,0,0,4,0,0,29,10,11,35,4,4,14,3,3,0,86,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,3,0,0,0,9,100,275,73,36,42,37,11,26,5,600,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,38,14,39,4,3,5,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
SSC40516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,6,10,5,42,7,0,6,10,5,3,85,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,14,26,21,49,10,4,9,13,14,3,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,18,0,3,3,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,3,3,0,0,0,0,0,0,11,8,0,73,16,4,9,7,10,3,124,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,11,27,86,27,10,9,10,17,8,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC40518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,9,3,0,29,4,0,0,3,7,0,46,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,29,10,0,5,6,9,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,5,0,16,3,0,5,15,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,18,21,9,4,11,12,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,0,0,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
