SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC41019,0,0,0,0,3,0,0,7,4,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,3,7,3,26
SSC41020,3,6,6,12,42,41,25,65,3,205,16,28,37,49,119,121,35,43,3,456,6,24,14,28,71,69,39,51,0,299,14,63,45,59,52,20,16,14,0,280,13,40,46,39,128,49,17,19,0,357,4,90,36,38,56,36,14,16,4,294,3,11,8,15,28,25,18,17,0,126,8,61,32,33,37,25,13,12,12,225,0,0,0,11,7,5,0,3,10,34,74,326,230,283,536,388,175,238,35,2291
SSC41021,0,0,0,0,0,5,4,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,4,3,0,30
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,0,0,0,0,0,0,3,16,0,24,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,6,0,0,3,0,0,0,0,11,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3,7,3,0,0,0,7,0,24,0,0,0,0,0,0,0,0,3,5,0,15,8,11,13,3,4,29,3,95
SSC41024,0,3,3,0,4,0,3,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,9,13,0,31
SSC41025,0,0,0,0,0,0,0,3,0,8,0,0,3,4,3,5,0,0,0,13,0,0,0,0,4,8,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,0,0,0,4,4,3,0,0,14,0,3,0,3,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,0,3,0,3,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,11,8,20,25,17,7,9,0,90
SSC41026,9,9,5,4,30,26,23,27,0,134,22,14,19,33,47,43,15,19,0,213,8,16,9,35,79,53,28,31,3,269,11,45,38,48,36,10,14,10,3,216,13,22,23,28,67,36,7,13,0,205,10,40,25,37,36,22,9,10,3,192,4,9,4,12,30,24,17,11,3,109,5,49,29,28,35,22,10,15,6,207,0,0,3,0,4,6,7,0,6,26,83,212,151,223,365,237,139,147,21,1577
SSC41027,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,13
SSC41028,5,10,3,5,4,7,5,29,0,70,5,14,7,9,14,14,0,12,0,67,3,10,3,14,20,3,8,9,3,84,6,13,14,23,7,6,0,3,0,70,3,16,11,16,8,3,3,0,0,64,0,25,8,8,11,10,4,0,0,61,3,0,0,3,3,0,3,3,0,18,4,25,11,10,8,7,3,3,0,67,3,0,0,0,0,3,0,0,3,7,30,105,59,95,81,47,31,63,6,512
SSC41029,18,29,24,30,66,97,75,166,3,521,46,135,66,117,241,279,152,249,5,1298,17,14,12,17,38,34,22,34,8,197,27,134,53,60,40,27,20,20,9,387,10,82,47,28,101,58,29,28,6,390,13,86,39,40,28,23,14,20,10,272,0,8,6,3,14,10,6,5,0,61,7,49,23,20,11,7,6,3,4,136,0,10,0,0,9,0,3,3,10,41,142,544,288,322,551,539,330,536,58,3305
SSC41030,6,3,0,0,5,4,4,6,0,25,0,0,0,3,11,7,0,11,0,39,3,0,0,4,8,9,3,3,0,23,0,3,3,3,5,3,0,0,0,15,3,7,3,3,3,3,5,0,0,23,6,5,0,4,0,3,3,0,0,21,3,0,0,0,7,0,0,5,0,15,3,5,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,18,17,10,21,37,34,17,35,3,186
SSC41031,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,11
SSC41032,3,3,4,13,21,23,21,47,0,136,9,27,28,31,46,46,42,35,7,274,3,5,8,12,21,27,9,14,0,104,8,34,23,21,23,11,7,5,0,126,9,14,18,29,48,18,6,12,0,152,0,37,10,11,8,14,6,8,0,93,0,7,0,0,9,3,3,7,0,20,3,23,15,12,11,3,7,6,4,80,0,0,0,3,0,3,3,0,3,10,32,147,107,134,192,138,104,133,20,1009
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,9,6,19,28,63,68,40,99,0,332,21,38,27,42,112,75,57,54,3,430,12,31,16,40,125,85,53,67,7,423,10,67,54,68,73,44,24,24,5,370,23,37,57,67,165,67,42,27,0,483,9,69,42,38,41,27,18,20,5,276,12,12,7,14,61,42,28,31,3,209,9,64,30,35,36,33,15,24,3,248,11,0,0,0,10,9,0,8,5,44,110,330,256,329,675,455,283,345,34,2827
SSC41035,0,0,0,0,3,3,0,5,0,13,0,0,3,0,3,0,0,0,0,9,0,0,3,3,4,3,0,3,0,22,0,4,3,0,0,0,0,0,0,19,0,0,3,0,3,0,0,0,0,11,0,3,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,7,0,8,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,15,18,15,21,13,5,13,0,114
SSC41036,3,4,13,10,35,35,18,42,0,160,9,23,21,41,86,66,33,44,0,317,6,10,12,20,42,44,18,28,4,183,8,36,29,33,30,23,6,7,3,184,9,21,16,28,98,23,19,23,0,228,4,41,11,14,25,8,6,6,0,112,3,4,3,6,17,11,6,10,0,66,4,30,23,20,24,9,4,3,3,119,0,0,4,0,4,3,0,3,4,17,47,160,126,179,362,219,116,161,15,1386
SSC41037,0,0,0,7,0,4,3,13,0,23,0,3,0,3,0,5,5,3,0,17,3,0,7,3,4,5,3,5,0,26,0,0,4,0,4,0,0,3,0,15,0,3,0,4,5,7,3,8,0,22,0,7,0,3,0,4,0,0,0,17,0,4,3,0,3,0,4,0,0,15,0,7,4,3,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10,22,24,21,26,25,23,32,3,176
SSC41038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41040,0,0,0,3,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,4,6,0,20,0,0,0,3,0,3,3,3,0,13,0,0,0,4,12,0,0,0,0,16,0,8,0,3,0,0,0,0,0,13,0,3,0,0,3,0,0,0,0,9,0,8,0,4,5,8,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,18,3,23,29,15,12,17,3,127
SSC41041,4,3,5,9,29,12,17,27,0,106,11,16,31,40,93,56,29,26,0,293,6,8,19,24,54,31,22,18,0,186,8,39,34,40,40,21,9,9,0,205,8,16,20,22,92,24,8,14,3,203,3,36,15,21,23,4,10,4,3,114,0,5,5,19,27,20,7,11,3,105,4,41,30,43,68,30,17,11,9,241,3,3,0,0,3,3,3,0,18,34,41,174,150,218,431,207,117,127,28,1489
SSC41042,13,13,18,15,81,92,52,111,0,398,41,68,71,115,304,236,116,104,11,1075,13,20,20,24,85,51,47,57,11,320,14,45,53,61,52,45,19,27,7,328,14,47,50,70,159,78,42,30,0,494,9,54,43,31,52,35,19,27,3,266,3,8,9,12,28,17,14,21,0,108,3,47,30,33,43,18,22,6,4,210,0,0,3,0,3,9,4,5,20,45,117,299,310,364,804,581,331,386,52,3239
SSC41043,4,3,3,3,8,8,9,14,0,43,5,13,8,5,8,18,6,12,0,72,0,4,0,0,3,4,5,3,0,24,0,9,3,3,3,3,0,4,0,32,0,9,3,4,4,3,3,7,0,27,0,3,3,0,0,4,0,0,0,14,0,4,0,0,4,0,0,3,0,13,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,10,14,43,26,22,31,36,17,44,3,240
SSC41044,3,24,15,24,54,95,74,163,4,457,39,112,113,135,229,255,136,244,7,1272,3,15,15,15,48,54,31,28,0,205,20,87,54,37,39,30,20,19,11,319,12,40,42,44,88,55,32,40,3,354,6,64,33,32,41,26,10,20,0,247,0,8,3,6,11,4,3,8,0,40,6,44,21,20,20,10,8,9,0,137,4,3,4,3,10,0,0,4,8,40,97,393,298,317,543,537,309,531,39,3070
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41046,0,11,11,16,25,34,32,51,0,166,9,21,32,25,39,40,24,31,3,226,3,3,4,9,17,25,12,21,0,101,3,35,18,23,14,10,6,8,0,123,11,29,30,27,54,29,10,13,3,205,0,31,12,17,7,14,4,8,0,96,0,9,5,6,7,3,0,9,0,41,3,22,7,15,14,3,3,0,0,70,0,0,0,0,0,3,0,0,3,12,43,156,125,141,175,159,99,135,15,1037
SSC41047,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,7,18,0,35
SSC41048,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,9,0,24
SSC41049,7,18,16,26,38,59,52,99,0,331,19,25,44,36,46,58,42,52,0,331,17,28,25,36,93,103,54,57,3,421,18,62,44,50,39,27,16,13,0,278,10,49,48,48,85,58,40,24,0,362,10,50,43,44,39,27,12,16,0,246,9,17,8,13,49,56,25,64,0,236,32,128,78,75,84,151,52,31,9,627,3,0,0,4,3,11,0,3,3,35,135,371,311,332,485,555,302,360,23,2874
SSC41050,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,5,0,17
SSC41051,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,16
SSC41052,3,6,3,13,30,23,26,20,0,130,17,19,25,34,52,41,27,20,0,240,4,10,15,29,59,50,30,37,4,236,4,37,38,34,32,13,5,11,3,178,4,20,23,45,57,35,17,7,0,203,7,37,13,17,18,3,7,10,0,119,3,3,13,9,17,4,10,14,3,78,5,24,14,16,16,11,4,11,0,92,0,0,0,0,0,8,0,4,7,18,50,163,140,192,290,180,127,136,18,1302
SSC41053,0,0,3,3,7,12,16,19,0,60,3,6,13,9,22,9,0,3,0,68,7,9,10,15,34,31,8,14,3,131,5,18,21,32,22,11,9,0,0,120,3,10,10,14,20,5,7,7,0,77,10,17,8,12,14,6,5,8,0,75,0,4,3,3,17,15,7,11,3,68,3,13,24,17,24,11,9,4,3,101,0,0,0,0,7,4,0,0,3,15,31,73,97,94,172,102,59,73,15,720
SSC41054,4,5,6,3,8,16,16,21,0,79,0,13,11,12,15,23,12,20,0,101,5,7,6,0,14,13,5,14,0,54,5,13,13,13,4,0,0,5,0,44,0,6,11,14,6,7,5,3,0,56,0,16,7,5,7,4,7,11,0,50,0,0,0,0,3,0,0,5,0,17,5,13,3,4,7,3,0,0,0,45,0,0,0,0,0,0,0,3,0,6,26,65,48,51,69,73,37,77,3,451
SSC41055,0,6,7,14,40,48,29,49,0,186,19,31,29,49,109,71,55,40,0,390,4,18,13,8,67,39,22,23,3,189,9,31,30,39,31,21,7,16,6,187,8,26,29,32,91,38,21,14,0,256,10,49,18,23,24,13,5,11,0,161,0,7,3,10,21,14,7,3,0,59,0,33,23,20,28,16,10,8,0,143,0,0,0,0,4,4,3,0,3,18,48,199,145,189,408,265,151,164,16,1593
SSC41056,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41057,3,3,6,15,27,32,26,17,0,125,20,27,17,44,97,73,32,43,3,367,3,12,7,18,44,40,30,31,0,189,15,54,51,45,46,16,11,20,0,248,11,17,20,21,79,30,15,15,3,221,9,40,27,27,21,15,8,10,5,165,4,3,3,11,17,13,4,6,3,62,14,36,27,17,21,21,3,0,0,146,0,3,3,3,8,0,0,4,3,25,78,188,167,204,371,242,127,148,15,1546
SSC41058,0,7,7,6,3,12,3,23,0,57,0,3,0,5,3,11,6,10,0,35,0,0,3,0,9,7,0,9,0,24,5,7,0,6,0,0,0,3,0,22,0,3,9,5,7,3,0,3,0,34,0,7,0,3,4,0,0,3,0,17,0,4,0,4,3,4,0,7,0,19,0,6,5,3,3,4,0,0,0,26,0,3,0,0,0,0,3,0,0,6,10,37,24,28,22,41,17,55,0,234
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9
SSC41061,0,0,3,0,11,13,13,16,0,64,3,5,4,15,25,11,9,7,0,79,0,6,6,22,21,26,18,16,0,121,7,18,10,26,13,3,10,5,0,93,7,8,16,14,26,15,0,3,0,91,3,19,10,16,7,9,7,3,0,73,0,4,3,5,6,7,11,9,0,48,3,19,10,16,11,7,3,6,0,72,0,0,0,0,5,4,0,3,0,14,23,85,64,117,126,94,68,71,6,654
SSC41062,3,3,0,4,31,33,15,33,0,126,8,19,28,38,52,40,25,22,0,232,3,10,22,24,95,61,35,34,3,293,10,30,36,51,42,22,10,12,3,207,18,19,34,40,86,37,23,7,3,268,3,40,29,22,38,15,19,13,3,180,0,0,5,8,33,21,15,10,0,101,11,36,28,34,42,14,9,8,0,175,0,0,0,0,3,0,0,0,5,15,57,156,180,226,418,240,141,145,12,1586
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,0,5,3,3,16,7,10,25,3,80,4,7,8,15,7,25,4,12,0,90,5,10,3,14,26,27,14,14,0,113,0,14,10,12,7,7,7,0,5,58,0,6,15,22,22,6,6,7,0,92,3,14,7,4,11,6,3,3,0,53,3,0,0,3,13,7,0,9,0,32,7,12,8,9,10,3,3,5,0,57,3,0,0,0,0,0,0,0,0,4,28,72,59,85,118,84,38,74,8,574
SSC41066,0,8,10,10,17,32,34,51,3,167,6,19,20,31,39,33,25,24,0,192,3,17,13,15,45,68,32,43,0,232,4,34,28,34,29,13,8,8,3,158,10,33,30,40,73,34,23,14,0,245,11,56,28,18,12,12,9,14,3,159,8,7,6,6,14,13,8,17,0,78,7,31,15,18,15,16,6,8,7,131,6,0,0,0,3,3,0,0,6,21,52,203,140,171,251,223,144,173,23,1372
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41068,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,5,3,9,4,4,10,23,0,58
SSC41069,0,4,0,4,3,14,3,30,0,68,3,0,8,8,3,7,4,3,0,37,3,4,3,5,4,13,0,10,0,41,0,10,6,8,3,4,0,3,0,36,0,3,3,5,0,0,0,0,0,15,0,5,0,0,4,3,0,5,0,19,0,0,0,0,3,0,0,3,0,6,0,8,4,3,6,3,0,5,0,29,0,0,0,0,0,0,0,0,0,5,4,34,30,37,28,41,16,63,0,254
SSC41070,3,3,3,6,19,18,11,14,0,70,5,9,4,13,28,9,6,16,0,98,11,3,13,5,41,20,29,14,5,129,10,17,22,28,20,11,5,5,3,118,5,11,10,11,45,14,19,4,0,124,3,18,15,12,7,7,3,3,0,67,0,5,0,5,21,16,15,16,5,77,0,24,13,10,24,13,11,3,7,100,0,0,0,0,6,0,0,3,5,19,34,84,74,96,208,104,89,79,29,793
SSC41071,9,0,0,3,8,16,10,12,0,62,6,7,4,14,34,11,13,5,0,97,0,9,10,17,65,31,17,27,3,192,11,22,31,25,11,17,6,6,3,128,8,8,5,12,43,10,12,4,0,107,0,24,16,11,20,12,3,3,0,86,0,0,10,10,28,12,9,6,0,83,4,27,28,33,48,14,8,7,4,178,3,3,0,0,0,3,0,0,5,14,36,104,99,138,266,131,72,74,25,942
SSC41072,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC41073,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,23
SSC41074,0,0,3,3,4,8,9,19,0,44,3,3,14,16,29,22,9,9,0,103,0,0,0,3,9,10,0,3,0,23,0,11,10,10,3,9,5,3,0,47,3,3,8,3,12,3,5,4,0,45,0,14,7,8,5,0,3,0,0,31,0,0,0,0,3,0,0,0,0,14,0,3,3,4,9,5,0,3,0,25,0,0,0,0,3,0,0,0,0,3,10,36,44,39,75,63,31,40,3,338
SSC41075,0,7,0,7,8,3,4,19,0,45,0,5,3,0,0,0,0,3,0,12,0,0,5,6,7,7,3,3,0,27,0,5,9,6,0,0,0,3,0,28,0,0,6,0,3,4,0,0,0,13,0,4,0,5,0,0,0,0,0,11,0,0,0,0,4,9,3,3,3,27,0,4,6,6,12,0,3,3,0,33,0,0,0,0,0,0,0,0,0,0,5,22,26,26,39,20,13,36,3,194
SSC41076,0,0,0,7,0,4,3,28,0,44,3,0,3,6,0,0,0,0,0,17,0,0,4,0,3,3,0,3,0,15,0,3,3,0,0,0,0,0,3,7,0,0,3,4,4,0,0,0,0,11,0,0,0,0,3,0,0,3,0,12,0,0,4,0,0,5,0,9,0,15,0,7,3,0,0,13,7,3,0,37,0,0,0,0,0,0,0,3,0,3,12,10,18,18,11,26,21,48,7,162
SSC41077,0,0,0,0,4,3,3,8,0,17,3,3,3,0,9,4,4,0,3,30,0,8,3,4,0,5,0,0,0,18,0,0,3,0,0,0,0,0,0,11,0,0,5,3,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,14,14,11,15,12,9,16,8,105
SSC41078,4,3,4,0,3,0,0,8,0,24,4,0,0,8,3,0,3,3,0,24,0,0,0,0,5,0,0,4,0,10,0,3,3,0,0,0,0,3,0,4,0,4,0,0,0,5,0,0,0,7,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,8,12,14,11,11,3,15,0,86
SSC41079,0,0,0,0,0,9,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,7,0,7,0,35
SSC41080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41081,0,3,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,8,3,3,4,8,3,13,0,41
